N-Gram,2020,2021,2022,2023,2024,2025,Total
failures contingent reasoning,2,0,0,0,0,0,2
fair selection,0,0,0,0,0,2,2
fairness accuracy,0,2,0,0,0,0,2
fairnessaccuracy frontier,0,2,0,0,0,0,2
family size number,0,2,0,0,0,0,2
family size number children,0,2,0,0,0,0,2
family support,0,0,0,2,0,0,2
family support services,0,0,0,2,0,0,2
farsighted stable,0,0,2,0,0,0,2
generated regressors,0,0,2,0,0,0,2
generic extensiveform,0,0,0,0,2,0,2
inequality effect,0,0,0,0,0,2,2
impact existence,0,0,0,2,0,0,2
illegal fishing,2,0,0,0,0,0,2
illustrate performance,2,0,0,0,0,0,2
imf programs affect,0,2,0,0,0,0,2
impact artificial,0,0,0,0,2,0,2
impact artificial intelligence,0,0,0,0,2,0,2
impact artificial intelligence innovation,0,0,0,0,2,0,2
impact assessment,0,0,0,2,0,0,2
impact austerity,2,0,0,0,0,0,2
impact climate,2,0,0,0,0,0,2
impact covid,0,0,0,0,0,2,2
impact egypts accession brics bloc,0,0,0,0,2,0,2
impact environmental,0,0,2,0,0,0,2
impact environmental performance,0,0,2,0,0,0,2
impact environmental performance variable,0,0,2,0,0,0,2
impact existence access,0,0,0,2,0,0,2
implied confidence sequences,0,0,2,0,0,0,2
impact family,0,0,2,0,0,0,2
impact family size,0,0,2,0,0,0,2
impact sovereign,2,0,0,0,0,0,2
impact sovereign debt,2,0,0,0,0,0,2
impact sovereign debt crises,2,0,0,0,0,0,2
impacts space,0,0,0,0,2,0,2
impacts space weather,0,0,0,0,2,0,2
impatience intertemporal,2,0,0,0,0,0,2
impatience intertemporal choice,2,0,0,0,0,0,2
implements computes,2,0,0,0,0,0,2
implements computes payments,2,0,0,0,0,0,2
implications managerial,0,0,0,0,2,0,2
implications possible,0,0,2,0,0,0,2
implicit quantile,0,0,0,0,0,2,2
illegal extraction,2,0,0,0,0,0,2
idiosyncratic components,0,2,0,0,0,0,2
identity strictly suboptimal,0,2,0,0,0,0,2
identity strictly,0,2,0,0,0,0,2
house prices house price,0,0,0,2,0,0,2
house prices house price indices,0,0,0,2,0,0,2
household registration system citizenship,0,2,0,0,0,0,2
household survey,2,0,0,0,0,0,2
housing prices,0,0,0,0,2,0,2
however studies,0,0,0,2,0,0,2
hull prices,2,0,0,0,0,0,2
hull pricing,0,0,2,0,0,0,2
human behavior,0,0,0,2,0,0,2
human drivers avs,0,2,0,0,0,0,2
human experts,2,0,0,0,0,0,2
human perception,0,0,0,2,0,0,2
human resources,2,0,0,0,0,0,2
human subjects,0,0,0,2,0,0,2
human value,0,0,0,0,2,0,2
human value creation,0,0,0,0,2,0,2
human work,0,0,0,0,2,0,2
hungarian universities,0,0,2,0,0,0,2
hybrid threats,0,0,2,0,0,0,2
hyperbolic functions,2,0,0,0,0,0,2
hypothesis tests,0,0,0,0,0,2,2
idea production,0,0,2,0,0,0,2
identification bounds,2,0,0,0,0,0,2
identification conditions,2,0,0,0,0,0,2
identify average,0,0,0,0,0,2,2
identify average treatment,0,0,0,0,0,2,2
identify average treatment effects,0,0,0,0,0,2,2
identify set,0,0,2,0,0,0,2
identifying regional,0,0,2,0,0,0,2
implied confidence,0,0,2,0,0,0,2
importance startup,0,2,0,0,0,0,2
genetically engineered,0,0,0,2,0,0,2
indicators namely gini index,0,2,0,0,0,0,2
increasing players quadratic costs,0,2,0,0,0,0,2
increasing upper,2,0,0,0,0,0,2
increasingly valuable,0,0,0,0,2,0,2
incremental marginal,0,0,0,0,2,0,2
independent given,0,0,0,0,0,2,2
index could,0,2,0,0,0,0,2
index income shares,0,2,0,0,0,0,2
indicate green,0,0,0,2,0,0,2
indicate green marketing,0,0,0,2,0,0,2
indicate green marketing strategy,0,0,0,2,0,0,2
indicator cluster,2,0,0,0,0,0,2
indicator cluster surveys,2,0,0,0,0,0,2
indicators namely,0,2,0,0,0,0,2
indicators namely gini,0,2,0,0,0,0,2
indicators namely gini index income,0,2,0,0,0,0,2
important activities,0,0,0,2,0,0,2
indirect covid,0,0,2,0,0,0,2
indirect covid relevance,0,0,2,0,0,0,2
indirect effects,0,0,0,0,2,0,2
individual characteristics,0,2,0,0,0,0,2
individual decisionmaking,0,0,0,2,0,0,2
individual decisionmaking participation,0,0,0,2,0,0,2
individual level,2,0,0,0,0,0,2
individually rational,0,0,2,0,0,0,2
individuals cognitively,0,0,0,2,0,0,2
industry firms,2,0,0,0,0,0,2
inefficiency function,0,0,0,0,2,0,2
inequality among,0,2,0,0,0,0,2
inequality among countries,0,2,0,0,0,0,2
inequality canada,0,0,2,0,0,0,2
increasing players quadratic,0,2,0,0,0,0,2
increasing players,0,2,0,0,0,0,2
increases voters expected utility,0,0,0,0,2,0,2
increases voters expected,0,0,0,0,2,0,2
important activities companies,0,0,0,2,0,0,2
important implications,0,0,0,0,2,0,2
important role,0,0,0,0,0,2,2
important roles,0,0,0,0,0,2,2
improve quality,0,0,2,0,0,0,2
improved measurement,0,0,0,0,2,0,2
improved sanitation,0,0,0,2,0,0,2
improved sanitation practices,0,0,0,2,0,0,2
improved shapley,0,0,0,0,2,0,2
improved shapley value,0,0,0,0,2,0,2
improved shapley value method,0,0,0,0,2,0,2
impulse responses,0,0,0,0,0,2,2
imputing missing,0,0,2,0,0,0,2
incentive raise,0,0,0,0,0,2,2
incentive use,0,2,0,0,0,0,2
incentive use wealth,0,2,0,0,0,0,2
income assets,0,0,0,2,0,0,2
income convergence,0,0,0,0,2,0,2
income earned,0,2,0,0,0,0,2
income inequality among,0,2,0,0,0,0,2
income inequality among countries,0,2,0,0,0,0,2
income inequality canada,0,0,2,0,0,0,2
income share held bottom,0,2,0,0,0,0,2
income share held top,0,2,0,0,0,0,2
income share held top income,0,2,0,0,0,0,2
income shares,0,2,0,0,0,0,2
incomplete information,0,0,0,0,0,2,2
increases demand,0,0,0,0,2,0,2
increases voters,0,0,0,0,2,0,2
house prices house,0,0,0,2,0,0,2
house price prediction,0,2,0,0,0,0,2
house price indices,0,0,0,2,0,0,2
group heterogeneity,2,0,0,0,0,0,2
green jobs,0,0,0,2,0,0,2
green pricing,0,0,0,2,0,0,2
green pricing significant,0,0,0,2,0,0,2
green pricing significant positive,0,0,0,2,0,0,2
green pricing significant positive effect,0,0,0,2,0,0,2
green products,0,0,0,2,0,0,2
green products significant,0,0,0,2,0,0,2
green products significant positive,0,0,0,2,0,0,2
green products significant positive effect,0,0,0,2,0,0,2
green promotion,0,0,0,2,0,0,2
green promotion significant,0,0,0,2,0,0,2
green promotion significant positive,0,0,0,2,0,0,2
green promotion significant positive effect,0,0,0,2,0,0,2
green supply chain management variable,0,0,2,0,0,0,2
group identity,0,2,0,0,0,0,2
hours paid,0,2,0,0,0,0,2
group identity strictly,0,2,0,0,0,0,2
group identity strictly suboptimal,0,2,0,0,0,0,2
grouped fixedeffect,0,0,2,0,0,0,2
grouped fixedeffect estimator,0,0,2,0,0,0,2
grouped panel,0,0,2,0,0,0,2
grouped panel data,0,0,2,0,0,0,2
grouped panel data models,0,0,2,0,0,0,2
grouped patterns,0,0,0,0,0,2,2
grouped patterns panel,0,0,0,0,0,2,2
grouped patterns panel data,0,0,0,0,0,2,2
groupwise matching,0,0,0,0,0,2,2
growing demand,0,0,0,2,0,0,2
growing number,0,0,2,0,0,0,2
growth energy,0,0,0,0,2,0,2
green governments,2,0,0,0,0,0,2
green government influenced,2,0,0,0,0,0,2
green distribution significant positive effect,0,0,0,2,0,0,2
green distribution significant positive,0,0,0,2,0,0,2
german nuclear,0,0,0,0,2,0,2
german nuclear waste,0,0,0,0,2,0,2
gig work,0,0,0,0,2,0,2
gini coefficient,0,0,0,0,2,0,2
gini index income shares,0,2,0,0,0,0,2
gives new,0,0,2,0,0,0,2
global innovation index,0,0,2,0,0,0,2
global local,2,0,0,0,0,0,2
global local investor,2,0,0,0,0,0,2
global local investor sentiments,2,0,0,0,0,0,2
global solution,0,2,0,0,0,0,2
global solution method,0,2,0,0,0,0,2
gmm estimators,0,0,2,0,0,0,2
goodness fit,0,0,0,2,0,0,2
government influenced,2,0,0,0,0,0,2
government regulation,0,0,2,0,0,0,2
government regulation variable,0,0,2,0,0,0,2
government regulations,0,0,2,0,0,0,2
government transparency,0,0,0,0,0,2,2
gradient descent,0,0,2,0,0,0,2
grading practices less,0,0,2,0,0,0,2
grading practices less likely,0,0,2,0,0,0,2
graduation college,0,0,2,0,0,0,2
graphbased multimodal,0,0,0,2,0,0,2
graphical example,0,0,0,2,0,0,2
great recession covid,0,0,0,0,2,0,2
great recession covid pandemic,0,0,0,0,2,0,2
green distribution,0,0,0,2,0,0,2
green distribution significant,0,0,0,2,0,0,2
growth evidence,0,2,0,0,0,0,2
growth fdi,0,0,0,2,0,0,2
growth model,0,0,0,2,0,0,2
heterogeneous treatment,0,2,0,0,0,0,2
heterogeneous triopoly games isoelastic demand,0,2,0,0,0,0,2
heteroscedastic valuation,0,0,0,2,0,0,2
heteroskedasticity robust test statistics,0,0,0,0,2,0,2
hidden curriculum,0,0,0,2,0,0,2
high abatement,0,2,0,0,0,0,2
high abatement costs,0,2,0,0,0,0,2
high correlation,0,2,0,0,0,0,2
high costs,2,0,0,0,0,0,2
high low inflation,0,2,0,0,0,0,2
high probability,2,0,0,0,0,0,2
highdimensional disaggregated,0,0,0,0,0,2,2
highdosage tutoring,0,0,0,0,0,2,2
higher rates,0,0,2,0,0,0,2
highincome countries,0,0,0,0,2,0,2
highlight robust,0,0,0,0,2,0,2
hiring pool,2,0,0,0,0,0,2
hiring pool workers,2,0,0,0,0,0,2
historical biases,0,0,0,2,0,0,2
hitting time,0,0,2,0,0,0,2
hitting time sampling,0,0,2,0,0,0,2
hofstedes cultural,0,0,2,0,0,0,2
hofstedes cultural dimensions,0,0,2,0,0,0,2
hofstedes cultural dimensions proenvironmental,0,0,2,0,0,0,2
hofstedes cultural dimensions proenvironmental behaviour,0,0,2,0,0,0,2
home prices,0,0,2,0,0,0,2
horizonk vnm,0,0,2,0,0,0,2
horizonk vnm stable,0,0,2,0,0,0,2
horizonk vnm stable set,0,0,2,0,0,0,2
hotels restaurants,0,0,0,2,0,0,2
heterogeneous triopoly games isoelastic,0,2,0,0,0,0,2
heterogeneous oligopoly games increasing players,0,2,0,0,0,0,2
growth model physical,0,0,0,2,0,0,2
heterogeneous oligopoly games increasing,0,2,0,0,0,0,2
growth model physical human,0,0,0,2,0,0,2
growth model physical human capital,0,0,0,2,0,0,2
growth premium,0,0,0,0,0,2,2
growth rate,2,0,0,0,0,0,2
growth rate national,2,0,0,0,0,0,2
growth rate national savings,2,0,0,0,0,0,2
growth rate national savings rate,2,0,0,0,0,0,2
guatemala mexico,0,0,2,0,0,0,2
halffullhalfempty approach,0,0,0,2,0,0,2
hangover effect,0,0,0,0,2,0,2
hausman test,0,0,0,2,0,0,2
health human,0,2,0,0,0,0,2
health human capital,0,2,0,0,0,0,2
health infrastructure,0,0,0,0,2,0,2
health outcomes states,2,0,0,0,0,0,2
health populations,2,0,0,0,0,0,2
healthcare processspecialized,0,0,0,0,0,2,2
healthcare utilization,0,2,0,0,0,0,2
hearing outcomes,0,0,0,0,2,0,2
held bottom,0,2,0,0,0,0,2
held top,0,2,0,0,0,0,2
held top income,0,2,0,0,0,0,2
held top income share,0,2,0,0,0,0,2
held top income share held,0,2,0,0,0,0,2
help reduce,0,0,0,2,0,0,2
help students,0,0,0,2,0,0,2
heterogeneous cournot,0,0,2,0,0,0,2
heterogeneous oligopoly,0,2,0,0,0,0,2
heterogeneous oligopoly games,0,2,0,0,0,0,2
zones within countries,0,0,0,2,0,0,2
